"","moduleLabel","moduleColor","ensembl_id_TH","ensembl_id","entrez"
"MTRF1",6,"red","ENSG00000120662.15","ENSG00000120662",9617
"MTRF1L",6,"red","ENSG00000112031.15","ENSG00000112031",54516
"MTRR",6,"red","ENSG00000124275.14","ENSG00000124275",4552
"MTX3",6,"red","ENSG00000177034.14","ENSG00000177034",345778
"MYBL2",4,"yellow","ENSG00000101057.15","ENSG00000101057",4605
"MYCT1",22,"darkgreen","ENSG00000120279.6","ENSG00000120279",80177
"MYF6",26,"darkorange","ENSG00000111046.3","ENSG00000111046",4618
"MYL1",26,"darkorange","ENSG00000168530.15","ENSG00000168530",4632
"MYL2",26,"darkorange","ENSG00000111245.14","ENSG00000111245",4633
"MYNN",6,"red","ENSG00000085274.15","ENSG00000085274",55892
"MYO1G",3,"brown","ENSG00000136286.14","ENSG00000136286",64005
"MYO9A",17,"grey60","ENSG00000066933.15","ENSG00000066933",4649
"MYOG",26,"darkorange","ENSG00000122180.4","ENSG00000122180",4656
"MYOM3",26,"darkorange","ENSG00000142661.18","ENSG00000142661",127294
"MYOZ2",26,"darkorange","ENSG00000172399.5","ENSG00000172399",51778
"MYPN",26,"darkorange","ENSG00000138347.15","ENSG00000138347",84665
"MYSM1",6,"red","ENSG00000162601.9","ENSG00000162601",114803
"MZT1",4,"yellow","ENSG00000204899.5","ENSG00000204899",440145
"N4BP2",6,"red","ENSG00000078177.13","ENSG00000078177",55728
"NAA15",6,"red","ENSG00000164134.12","ENSG00000164134",80155
"NAA16",6,"red","ENSG00000172766.18","ENSG00000172766",79612
"NAA25",6,"red","ENSG00000111300.9","ENSG00000111300",80018
"NAA30",6,"red","ENSG00000139977.13","ENSG00000139977",122830
"NAA35",7,"black","ENSG00000135040.15","ENSG00000135040",60560
"NAA40",6,"red","ENSG00000110583.12","ENSG00000110583",79829
"NAA50",6,"red","ENSG00000121579.12","ENSG00000121579",80218
"NAB1",7,"black","ENSG00000138386.16","ENSG00000138386",4664
"NABP1",3,"brown","ENSG00000173559.12","ENSG00000173559",64859
"NADK2",6,"red","ENSG00000152620.12","ENSG00000152620",133686
"NAF1",6,"red","ENSG00000145414.8","ENSG00000145414",92345
"NANP",6,"red","ENSG00000170191.4","ENSG00000170191",140838
"NAPEPLD",6,"red","ENSG00000161048.11","ENSG00000161048",222236
"NAPSB",3,"brown","ENSG00000131401.11","ENSG00000131401",256236
"NARS",6,"red","ENSG00000134440.11","ENSG00000134440",4677
"NASP",4,"yellow","ENSG00000132780.16","ENSG00000132780",4678
"NBPF1",6,"red","ENSG00000219481.10","ENSG00000219481",55672
"NBPF8",6,"red","ENSG00000270231.3","ENSG00000270231",728841
"NBR1",7,"black","ENSG00000188554.13","ENSG00000188554",4077
"NCAPD2",4,"yellow","ENSG00000010292.12","ENSG00000010292",9918
"NCAPD3",4,"yellow","ENSG00000151503.12","ENSG00000151503",23310
"NCAPG",4,"yellow","ENSG00000109805.9","ENSG00000109805",64151
"NCAPG2",4,"yellow","ENSG00000146918.19","ENSG00000146918",54892
"NCAPH",4,"yellow","ENSG00000121152.9","ENSG00000121152",23397
"NCBP1",24,"darkgrey","ENSG00000136937.12","ENSG00000136937",4686
"NCBP2",6,"red","ENSG00000114503.10","ENSG00000114503",22916
"NCF2",3,"brown","ENSG00000116701.14","ENSG00000116701",4688
"NCK1",17,"grey60","ENSG00000158092.6","ENSG00000158092",4690
"NCKAP1",7,"black","ENSG00000061676.14","ENSG00000061676",10787
"NCL",6,"red","ENSG00000115053.15","ENSG00000115053",4691
"NCOA1",17,"grey60","ENSG00000084676.15","ENSG00000084676",8648
"NCOA2",17,"grey60","ENSG00000140396.12","ENSG00000140396",10499
"NCOA3",17,"grey60","ENSG00000124151.18","ENSG00000124151",8202
"NCOA4",17,"grey60","ENSG00000266412.5","ENSG00000266412",8031
"NCOA5",4,"yellow","ENSG00000124160.11","ENSG00000124160",57727
"NCOR2",7,"black","ENSG00000196498.13","ENSG00000196498",9612
"NDC1",4,"yellow","ENSG00000058804.11","ENSG00000058804",55706
"NDC80",4,"yellow","ENSG00000080986.12","ENSG00000080986",10403
"NDUFS1",24,"darkgrey","ENSG00000023228.13","ENSG00000023228",4719
"NEIL3",4,"yellow","ENSG00000109674.3","ENSG00000109674",55247
"NEK1",17,"grey60","ENSG00000137601.15","ENSG00000137601",4750
"NEK2",4,"yellow","ENSG00000117650.12","ENSG00000117650",4751
"NEK7",14,"cyan","ENSG00000151414.14","ENSG00000151414",140609
"NEK9",6,"red","ENSG00000119638.12","ENSG00000119638",91754
"NEMP1",6,"red","ENSG00000166881.9","ENSG00000166881",23306
"NEMP2",17,"grey60","ENSG00000189362.11","ENSG00000189362",100131211
"NEU3",6,"red","ENSG00000162139.9","ENSG00000162139",10825
"NF1",7,"black","ENSG00000196712.16","ENSG00000196712",4763
"NFAT5",17,"grey60","ENSG00000102908.20","ENSG00000102908",10725
"NFATC2IP",6,"red","ENSG00000176953.10","ENSG00000176953",84901
"NFATC3",6,"red","ENSG00000072736.18","ENSG00000072736",4775
"NFYA",6,"red","ENSG00000001167.14","ENSG00000001167",4800
"NFYB",6,"red","ENSG00000120837.7","ENSG00000120837",4801
"NFYC-AS1",6,"red","ENSG00000272145.1","ENSG00000272145",NA
"NHLRC2",6,"red","ENSG00000196865.4","ENSG00000196865",374354
"NIN",17,"grey60","ENSG00000100503.23","ENSG00000100503",51199
"NIPA1",6,"red","ENSG00000170113.15","ENSG00000170113",123606
"NIPA2",6,"red","ENSG00000140157.14","ENSG00000140157",81614
"NKG7",13,"salmon","ENSG00000105374.9","ENSG00000105374",4818
"NKRF",17,"grey60","ENSG00000186416.12","ENSG00000186416",55922
"NKTR",6,"red","ENSG00000114857.17","ENSG00000114857",4820
"NLN",6,"red","ENSG00000123213.22","ENSG00000123213",57486
"NLRC4",3,"brown","ENSG00000091106.18","ENSG00000091106",58484
"NLRC5",27,"white","ENSG00000140853.15","ENSG00000140853",84166
"NMD3",6,"red","ENSG00000169251.12","ENSG00000169251",51068
"NNT",6,"red","ENSG00000112992.16","ENSG00000112992",23530
"NOC3L",6,"red","ENSG00000173145.11","ENSG00000173145",64318
"NOL8",6,"red","ENSG00000198000.11","ENSG00000198000",55035
"NOLC1",6,"red","ENSG00000166197.16","ENSG00000166197",9221
"NOP9",6,"red","ENSG00000196943.12","ENSG00000196943",161424
"NPAT",6,"red","ENSG00000149308.16","ENSG00000149308",4863
"NPIPB4",6,"red","ENSG00000185864.16","ENSG00000185864",440345
"NPL",3,"brown","ENSG00000135838.13","ENSG00000135838",80896
"NPTN",7,"black","ENSG00000156642.16","ENSG00000156642",27020
"NPTN-IT1",6,"red","ENSG00000281183.1","ENSG00000281183",NA
"NR2C2",6,"red","ENSG00000177463.15","ENSG00000177463",7182
"NRAP",26,"darkorange","ENSG00000197893.13","ENSG00000197893",4892
"NRAS",6,"red","ENSG00000213281.4","ENSG00000213281",4893
"NRBF2",17,"grey60","ENSG00000148572.14","ENSG00000148572",29982
"NRF1",18,"lightgreen","ENSG00000106459.14","ENSG00000106459",4899
"NSD1",17,"grey60","ENSG00000165671.18","ENSG00000165671",64324
"NSF",7,"black","ENSG00000073969.18","ENSG00000073969",4905
"NSUN3",17,"grey60","ENSG00000178694.9","ENSG00000178694",63899
"NSUN4",7,"black","ENSG00000117481.10","ENSG00000117481",387338
"NT5C2",6,"red","ENSG00000076685.18","ENSG00000076685",22978
"NUB1",7,"black","ENSG00000013374.15","ENSG00000013374",51667
"NUBPL",6,"red","ENSG00000151413.16","ENSG00000151413",80224
"NUCKS1",6,"red","ENSG00000069275.12","ENSG00000069275",64710
"NUDCD1",4,"yellow","ENSG00000120526.10","ENSG00000120526",84955
"NUDT12",7,"black","ENSG00000112874.9","ENSG00000112874",83594
"NUDT15",4,"yellow","ENSG00000136159.3","ENSG00000136159",55270
"NUDT21",6,"red","ENSG00000167005.13","ENSG00000167005",11051
"NUDT3",6,"red","ENSG00000272325.1","ENSG00000272325",11165
"NUDT4P1",14,"cyan","ENSG00000177144.6","ENSG00000177144",440672
"NUDT4P2",14,"cyan","ENSG00000271121.2","ENSG00000271121",NA
"NUF2",4,"yellow","ENSG00000143228.12","ENSG00000143228",83540
"NUFIP1",6,"red","ENSG00000083635.7","ENSG00000083635",26747
"NUFIP2",17,"grey60","ENSG00000108256.8","ENSG00000108256",57532
"NUMB",7,"black","ENSG00000133961.19","ENSG00000133961",8650
"NUP153",6,"red","ENSG00000124789.11","ENSG00000124789",9972
"NUP155",4,"yellow","ENSG00000113569.15","ENSG00000113569",9631
"NUP160",6,"red","ENSG00000030066.13","ENSG00000030066",23279
"NUP188",24,"darkgrey","ENSG00000095319.14","ENSG00000095319",23511
"NUP35",4,"yellow","ENSG00000163002.12","ENSG00000163002",129401
"NUP43",6,"red","ENSG00000120253.13","ENSG00000120253",348995
"NUP50",6,"red","ENSG00000093000.18","ENSG00000093000",10762
"NUP54",18,"lightgreen","ENSG00000138750.14","ENSG00000138750",53371
"NUPL1",6,"red","ENSG00000139496.15","ENSG00000139496",9818
"NUS1",6,"red","ENSG00000153989.7","ENSG00000153989",116150
"NUSAP1",4,"yellow","ENSG00000137804.12","ENSG00000137804",51203
"OAZ2",7,"black","ENSG00000180304.14","ENSG00000180304",4947
"OCLM",6,"red","ENSG00000262180.1","ENSG00000262180",NA
"ODC1",4,"yellow","ENSG00000115758.12","ENSG00000115758",4953
"OGFOD1",6,"red","ENSG00000087263.16","ENSG00000087263",55239
"OGT",6,"red","ENSG00000147162.13","ENSG00000147162",8473
"OIP5",4,"yellow","ENSG00000104147.8","ENSG00000104147",11339
"OIP5-AS1",6,"red","ENSG00000247556.6","ENSG00000247556",729082
"OPA1",17,"grey60","ENSG00000198836.8","ENSG00000198836",4976
"OPHN1",7,"black","ENSG00000079482.12","ENSG00000079482",4983
"ORC1",4,"yellow","ENSG00000085840.12","ENSG00000085840",4998
"ORC2",6,"red","ENSG00000115942.8","ENSG00000115942",4999
"ORC3",6,"red","ENSG00000135336.14","ENSG00000135336",23595
"ORC4",24,"darkgrey","ENSG00000115947.13","ENSG00000115947",5000
"ORC6",4,"yellow","ENSG00000091651.8","ENSG00000091651",23594
"OSBP",7,"black","ENSG00000110048.11","ENSG00000110048",5007
"OSBPL11",6,"red","ENSG00000144909.7","ENSG00000144909",114885
"OSBPL2",7,"black","ENSG00000130703.15","ENSG00000130703",9885
"OSBPL8",17,"grey60","ENSG00000091039.16","ENSG00000091039",114882
"OSCAR",3,"brown","ENSG00000170909.13","ENSG00000170909",126014
"OSGEPL1",6,"red","ENSG00000128694.11","ENSG00000128694",64172
"OTUD3",6,"red","ENSG00000169914.5","ENSG00000169914",23252
"OTUD4",6,"red","ENSG00000164164.15","ENSG00000164164",54726
"OTUD6B",6,"red","ENSG00000155100.10","ENSG00000155100",51633
"OTUD6B-AS1",6,"red","ENSG00000253738.1","ENSG00000253738",NA
"OTUD7B",14,"cyan","ENSG00000264522.5","ENSG00000264522",56957
"OTULIN",17,"grey60","ENSG00000154124.4","ENSG00000154124",90268
"OXSR1",6,"red","ENSG00000172939.8","ENSG00000172939",9943
"P2RY10",13,"salmon","ENSG00000078589.12","ENSG00000078589",27334
"P2RY13",3,"brown","ENSG00000181631.6","ENSG00000181631",53829
"P2RY6",3,"brown","ENSG00000171631.14","ENSG00000171631",5031
"PA2G4",4,"yellow","ENSG00000170515.13","ENSG00000170515",5036
"PACSIN2",7,"black","ENSG00000100266.17","ENSG00000100266",11252
"PAFAH1B1",17,"grey60","ENSG00000007168.12","ENSG00000007168",5048
"PAFAH1B2",6,"red","ENSG00000168092.13","ENSG00000168092",5049
"PAFAH2",7,"black","ENSG00000158006.13","ENSG00000158006",5051
"PAICS",6,"red","ENSG00000128050.8","ENSG00000128050",10606
"PAIP1",6,"red","ENSG00000172239.13","ENSG00000172239",10605
"PAK2",17,"grey60","ENSG00000180370.10","ENSG00000180370",5062
"PALM2-AKAP2",14,"cyan","ENSG00000157654.17","ENSG00000157654",445815
"PAN2",6,"red","ENSG00000135473.14","ENSG00000135473",9924
"PAN3",6,"red","ENSG00000152520.13","ENSG00000152520",255967
"PANK1",6,"red","ENSG00000152782.16","ENSG00000152782",53354
"PANK3",6,"red","ENSG00000120137.6","ENSG00000120137",79646
"PAPD5",17,"grey60","ENSG00000121274.12","ENSG00000121274",64282
"PAPD7",18,"lightgreen","ENSG00000112941.12","ENSG00000112941",11044
"PAPOLA",6,"red","ENSG00000090060.17","ENSG00000090060",10914
"PAQR3",6,"red","ENSG00000163291.14","ENSG00000163291",152559
"PARG",6,"red","ENSG00000227345.8","ENSG00000227345",8505
"PARGP1",6,"red","ENSG00000239883.8","ENSG00000239883",NA
"PARP1",4,"yellow","ENSG00000143799.12","ENSG00000143799",142
"PARP11",17,"grey60","ENSG00000111224.13","ENSG00000111224",57097
"PARPBP",4,"yellow","ENSG00000185480.11","ENSG00000185480",55010
"PARVG",13,"salmon","ENSG00000138964.16","ENSG00000138964",64098
"PATL1",17,"grey60","ENSG00000166889.13","ENSG00000166889",219988
"PATZ1",6,"red","ENSG00000100105.17","ENSG00000100105",23598
"PAXBP1",6,"red","ENSG00000159086.14","ENSG00000159086",94104
"PAXIP1",6,"red","ENSG00000157212.18","ENSG00000157212",22976
"PBK",4,"yellow","ENSG00000168078.9","ENSG00000168078",55872
"PBRM1",6,"red","ENSG00000163939.18","ENSG00000163939",55193
"PCAT19",22,"darkgreen","ENSG00000267107.6","ENSG00000267107",100505495
"PCBD2",6,"red","ENSG00000132570.14","ENSG00000132570",84105
"PCBP2",4,"yellow","ENSG00000197111.15","ENSG00000197111",5094
"PCDH12",22,"darkgreen","ENSG00000113555.5","ENSG00000113555",51294
"PCDHGB3",6,"red","ENSG00000262209.2","ENSG00000262209",56102
"PCF11",6,"red","ENSG00000165494.10","ENSG00000165494",51585
"PCGF6",6,"red","ENSG00000156374.14","ENSG00000156374",84108
"PCMTD1",17,"grey60","ENSG00000168300.13","ENSG00000168300",115294
"PCMTD2",6,"red","ENSG00000203880.11","ENSG00000203880",55251
"PCNA",4,"yellow","ENSG00000132646.10","ENSG00000132646",5111
"PCNP",17,"grey60","ENSG00000081154.11","ENSG00000081154",57092
"PCNX",7,"black","ENSG00000100731.15","ENSG00000100731",22990
"PCNXL4",6,"red","ENSG00000126773.12","ENSG00000126773",64430
"PCYOX1",7,"black","ENSG00000116005.11","ENSG00000116005",51449
"PCYT1A",7,"black","ENSG00000161217.11","ENSG00000161217",5130
"PDCD1LG2",3,"brown","ENSG00000197646.7","ENSG00000197646",80380
"PDCD6IP",7,"black","ENSG00000170248.13","ENSG00000170248",10015
"PDCD7",6,"red","ENSG00000090470.14","ENSG00000090470",10081
"PDCL",17,"grey60","ENSG00000136940.13","ENSG00000136940",5082
"PDE12",17,"grey60","ENSG00000174840.8","ENSG00000174840",201626
"PDIK1L",6,"red","ENSG00000175087.9","ENSG00000175087",149420
"PDP1",17,"grey60","ENSG00000164951.15","ENSG00000164951",54704
"PDP2",6,"red","ENSG00000172840.6","ENSG00000172840",57546
"PDPK1",17,"grey60","ENSG00000140992.18","ENSG00000140992",5170
"PDS5A",6,"red","ENSG00000121892.14","ENSG00000121892",23244
"PDXDC1",7,"black","ENSG00000179889.18","ENSG00000179889",23042
"PDZD8",17,"grey60","ENSG00000165650.11","ENSG00000165650",118987
"PEAK1",14,"cyan","ENSG00000173517.10","ENSG00000173517",79834
"PECAM1",22,"darkgreen","ENSG00000261371.5","ENSG00000261371",5175
"PEX1",6,"red","ENSG00000127980.15","ENSG00000127980",5189
"PEX12",17,"grey60","ENSG00000108733.9","ENSG00000108733",5193
"PEX13",6,"red","ENSG00000162928.8","ENSG00000162928",5194
"PEX19",7,"black","ENSG00000162735.18","ENSG00000162735",5824
"PEX5",6,"red","ENSG00000139197.10","ENSG00000139197",5830
"PFN1P2",6,"red","ENSG00000270392.2","ENSG00000270392",767846
"PGAM5",4,"yellow","ENSG00000247077.6","ENSG00000247077",192111
"PGBD1",18,"lightgreen","ENSG00000137338.5","ENSG00000137338",84547
"PGBD2",6,"red","ENSG00000185220.11","ENSG00000185220",267002
"PGGT1B",17,"grey60","ENSG00000164219.9","ENSG00000164219",5229
"PGRMC2",6,"red","ENSG00000164040.16","ENSG00000164040",10424
"PHACTR4",6,"red","ENSG00000204138.12","ENSG00000204138",65979
"PHAX",6,"red","ENSG00000164902.13","ENSG00000164902",51808
"PHC3",17,"grey60","ENSG00000173889.15","ENSG00000173889",80012
"PHF10",6,"red","ENSG00000130024.14","ENSG00000130024",55274
"PHF12",7,"black","ENSG00000109118.13","ENSG00000109118",57649
"PHF20L1",6,"red","ENSG00000129292.20","ENSG00000129292",51105
"PHF21A",7,"black","ENSG00000135365.15","ENSG00000135365",51317
"PHF3",17,"grey60","ENSG00000118482.11","ENSG00000118482",23469
"PHF8",7,"black","ENSG00000172943.18","ENSG00000172943",23133
"PHIP",6,"red","ENSG00000146247.13","ENSG00000146247",55023
"PHLPP2",6,"red","ENSG00000040199.18","ENSG00000040199",23035
"PHOSPHO2",6,"red","ENSG00000144362.11","ENSG00000144362",493911
"PHTF2",6,"red","ENSG00000006576.16","ENSG00000006576",57157
"PIAS1",17,"grey60","ENSG00000033800.13","ENSG00000033800",8554
"PIAS2",17,"grey60","ENSG00000078043.15","ENSG00000078043",9063
"PICALM",14,"cyan","ENSG00000073921.17","ENSG00000073921",8301
"PIF1",4,"yellow","ENSG00000140451.12","ENSG00000140451",80119
"PIGK",14,"cyan","ENSG00000142892.14","ENSG00000142892",10026
"PIGN",17,"grey60","ENSG00000197563.9","ENSG00000197563",23556
"PIGS",7,"black","ENSG00000087111.20","ENSG00000087111",94005
"PIGW",6,"red","ENSG00000277161.1","ENSG00000277161",284098
"PIK3C2A",17,"grey60","ENSG00000011405.13","ENSG00000011405",5286
"PIK3CA",17,"grey60","ENSG00000121879.3","ENSG00000121879",5290
"PIK3CB",14,"cyan","ENSG00000051382.8","ENSG00000051382",5291
"PIK3R1",7,"black","ENSG00000145675.14","ENSG00000145675",5295
"PIK3R5",3,"brown","ENSG00000141506.13","ENSG00000141506",23533
"PIKFYVE",17,"grey60","ENSG00000115020.16","ENSG00000115020",200576
"PIP4K2B",6,"red","ENSG00000276293.4","ENSG00000276293",8396
"PIP4K2C",7,"black","ENSG00000166908.17","ENSG00000166908",79837
"PIP5K1A",6,"red","ENSG00000143398.19","ENSG00000143398",8394
"PIP5K1C",7,"black","ENSG00000186111.8","ENSG00000186111",23396
"PITPNA",7,"black","ENSG00000174238.14","ENSG00000174238",5306
"PJA2",17,"grey60","ENSG00000198961.9","ENSG00000198961",9867
"PKMYT1",4,"yellow","ENSG00000127564.16","ENSG00000127564",9088
"PKN2",6,"red","ENSG00000065243.18","ENSG00000065243",5586
"PLA2G2D",3,"brown","ENSG00000117215.14","ENSG00000117215",26279
"PLA2G7",3,"brown","ENSG00000146070.16","ENSG00000146070",7941
"PLAA",24,"darkgrey","ENSG00000137055.14","ENSG00000137055",9373
"PLAGL2",6,"red","ENSG00000126003.6","ENSG00000126003",5326
"PLEK",3,"brown","ENSG00000115956.9","ENSG00000115956",5341
"PLEKHA3",7,"black","ENSG00000116095.10","ENSG00000116095",65977
"PLEKHA8",6,"red","ENSG00000106086.18","ENSG00000106086",84725
"PLEKHA8P1",6,"red","ENSG00000134297.6","ENSG00000134297",51054
"PLEKHB2",17,"grey60","ENSG00000115762.16","ENSG00000115762",55041
"PLEKHM3",17,"grey60","ENSG00000178385.13","ENSG00000178385",389072
"PLK1",4,"yellow","ENSG00000166851.14","ENSG00000166851",5347
"PLK4",4,"yellow","ENSG00000142731.10","ENSG00000142731",10733
"PLSCR1",3,"brown","ENSG00000188313.12","ENSG00000188313",5359
"PLXND1",22,"darkgreen","ENSG00000004399.12","ENSG00000004399",23129
"PM20D2",6,"red","ENSG00000146281.5","ENSG00000146281",135293
"PMS1",18,"lightgreen","ENSG00000064933.16","ENSG00000064933",5378
"PMS2",6,"red","ENSG00000122512.14","ENSG00000122512",5395
"PNN",6,"red","ENSG00000100941.8","ENSG00000100941",5411
"PNPLA8",17,"grey60","ENSG00000135241.16","ENSG00000135241",50640
"PNPT1",6,"red","ENSG00000138035.14","ENSG00000138035",87178
"PNRC2",6,"red","ENSG00000189266.11","ENSG00000189266",55629
"POC1A",4,"yellow","ENSG00000164087.7","ENSG00000164087",25886
"POFUT1",17,"grey60","ENSG00000101346.11","ENSG00000101346",23509
"POGK",6,"red","ENSG00000143157.11","ENSG00000143157",57645
"POGZ",6,"red","ENSG00000143442.21","ENSG00000143442",23126
"POLA1",4,"yellow","ENSG00000101868.10","ENSG00000101868",5422
"POLA2",4,"yellow","ENSG00000014138.8","ENSG00000014138",23649
"POLD3",6,"red","ENSG00000077514.8","ENSG00000077514",10714
"POLDIP3",6,"red","ENSG00000100227.17","ENSG00000100227",84271
"POLE3",6,"red","ENSG00000148229.12","ENSG00000148229",54107
"POLH",6,"red","ENSG00000170734.11","ENSG00000170734",5429
"POLI",6,"red","ENSG00000101751.10","ENSG00000101751",11201
"POLK",17,"grey60","ENSG00000122008.15","ENSG00000122008",51426
"POLQ",4,"yellow","ENSG00000051341.13","ENSG00000051341",10721
"POLR1A",6,"red","ENSG00000068654.15","ENSG00000068654",25885
"POLR1B",6,"red","ENSG00000125630.15","ENSG00000125630",84172
"POLR2B",6,"red","ENSG00000047315.14","ENSG00000047315",5431
"POLR2D",6,"red","ENSG00000144231.10","ENSG00000144231",5433
"POLR2M",17,"grey60","ENSG00000255529.7","ENSG00000255529",81488
"POLR3B",4,"yellow","ENSG00000013503.9","ENSG00000013503",55703
"POM121",6,"red","ENSG00000196313.11","ENSG00000196313",9883
"POM121C",6,"red","ENSG00000272391.5","ENSG00000272391",100101267
"POMK",17,"grey60","ENSG00000185900.9","ENSG00000185900",84197
"POP1",4,"yellow","ENSG00000104356.10","ENSG00000104356",10940
"POT1",4,"yellow","ENSG00000128513.14","ENSG00000128513",25913
"POU2F1",6,"red","ENSG00000143190.21","ENSG00000143190",5451
"PPAT",6,"red","ENSG00000128059.8","ENSG00000128059",5471
"PPFIBP1",14,"cyan","ENSG00000110841.13","ENSG00000110841",8496
"PPIG",6,"red","ENSG00000138398.15","ENSG00000138398",9360
"PPIL1",4,"yellow","ENSG00000137168.7","ENSG00000137168",51645
"PPIL4",6,"red","ENSG00000131013.3","ENSG00000131013",85313
"PPIP5K1",6,"red","ENSG00000168781.21","ENSG00000168781",9677
"PPIP5K2",6,"red","ENSG00000145725.19","ENSG00000145725",23262
"PPM1A",6,"red","ENSG00000100614.17","ENSG00000100614",5494
"PPM1B",17,"grey60","ENSG00000138032.20","ENSG00000138032",5495
"PPM1D",6,"red","ENSG00000170836.11","ENSG00000170836",8493
"PPP1CB",6,"red","ENSG00000213639.9","ENSG00000213639",5500
"PPP1CC",6,"red","ENSG00000186298.11","ENSG00000186298",5501
"PPP1R15B",6,"red","ENSG00000158615.8","ENSG00000158615",84919
"PPP1R8",6,"red","ENSG00000117751.17","ENSG00000117751",5511
"PPP2R2A",6,"red","ENSG00000221914.8","ENSG00000221914",5520
"PPP2R5E",6,"red","ENSG00000154001.13","ENSG00000154001",5529
"PPP3CA",17,"grey60","ENSG00000138814.16","ENSG00000138814",5530
"PPP3R1",17,"grey60","ENSG00000221823.10","ENSG00000221823",5534
"PPP4R2",17,"grey60","ENSG00000163605.14","ENSG00000163605",151987
"PPP6C",6,"red","ENSG00000119414.11","ENSG00000119414",5537
"PPP6R3",6,"red","ENSG00000110075.14","ENSG00000110075",55291
"PPTC7",17,"grey60","ENSG00000196850.5","ENSG00000196850",160760
"PPWD1",6,"red","ENSG00000113593.11","ENSG00000113593",23398
"PRC1",4,"yellow","ENSG00000198901.13","ENSG00000198901",9055
"PRDM10",6,"red","ENSG00000170325.14","ENSG00000170325",56980
"PRDM15",6,"red","ENSG00000141956.13","ENSG00000141956",63977
"PRDM2",6,"red","ENSG00000116731.22","ENSG00000116731",7799
"PRDM4",17,"grey60","ENSG00000110851.11","ENSG00000110851",11108
"PRDX3",6,"red","ENSG00000165672.6","ENSG00000165672",10935
"PREPL",17,"grey60","ENSG00000138078.15","ENSG00000138078",9581
"PRF1",13,"salmon","ENSG00000180644.6","ENSG00000180644",5551
"PRIM1",4,"yellow","ENSG00000198056.13","ENSG00000198056",5557
"PRIM2",4,"yellow","ENSG00000146143.17","ENSG00000146143",5558
"PRKAA1",17,"grey60","ENSG00000132356.11","ENSG00000132356",5562
"PRKACB",6,"red","ENSG00000142875.19","ENSG00000142875",5567
"PRKAR1A",17,"grey60","ENSG00000108946.14","ENSG00000108946",5573
"PRKAR2A",7,"black","ENSG00000114302.15","ENSG00000114302",5576
"PRKCI",6,"red","ENSG00000163558.12","ENSG00000163558",5584
"PRKD3",6,"red","ENSG00000115825.9","ENSG00000115825",23683
"PRKDC",4,"yellow","ENSG00000253729.7","ENSG00000253729",5591
"PRKRIR",17,"grey60","ENSG00000137492.7","ENSG00000137492",5612
"PRMT6",6,"red","ENSG00000198890.7","ENSG00000198890",55170
"PRMT9",6,"red","ENSG00000164169.12","ENSG00000164169",90826
"PRPF18",24,"darkgrey","ENSG00000165630.13","ENSG00000165630",8559
"PRPF38A",6,"red","ENSG00000134748.12","ENSG00000134748",84950
"PRPF38B",6,"red","ENSG00000134186.11","ENSG00000134186",55119
"PRPF39",6,"red","ENSG00000185246.17","ENSG00000185246",55015
"PRPF40A",24,"darkgrey","ENSG00000196504.15","ENSG00000196504",55660
"PRPF4B",6,"red","ENSG00000112739.16","ENSG00000112739",8899
"PRR11",4,"yellow","ENSG00000068489.12","ENSG00000068489",55771
"PRR12",7,"black","ENSG00000126464.13","ENSG00000126464",57479
"PRRC1",17,"grey60","ENSG00000164244.20","ENSG00000164244",133619
"PRRC2B",6,"red","ENSG00000130723.17","ENSG00000130723",NA
"PSEN1",7,"black","ENSG00000080815.18","ENSG00000080815",5663
"PSIP1",6,"red","ENSG00000164985.14","ENSG00000164985",11168
"PSMB8",27,"white","ENSG00000204264.8","ENSG00000204264",5696
"PSMB8-AS1",27,"white","ENSG00000204261.8","ENSG00000204261",100507463
"PSMB9",27,"white","ENSG00000240065.7","ENSG00000240065",5698
"PSMC3IP",4,"yellow","ENSG00000131470.14","ENSG00000131470",29893
"PSMD6-AS2",6,"red","ENSG00000239653.1","ENSG00000239653",100507062
"PSRC1",4,"yellow","ENSG00000134222.16","ENSG00000134222",84722
"PSTPIP1",3,"brown","ENSG00000140368.12","ENSG00000140368",9051
"PTAFR",3,"brown","ENSG00000169403.11","ENSG00000169403",5724
"PTAR1",6,"red","ENSG00000188647.12","ENSG00000188647",375743
"PTBP1",6,"red","ENSG00000011304.16","ENSG00000011304",5725
"PTBP3",17,"grey60","ENSG00000119314.15","ENSG00000119314",9991
"PTCD3",6,"red","ENSG00000132300.18","ENSG00000132300",55037
"PTCH1",17,"grey60","ENSG00000185920.15","ENSG00000185920",5727
"PTGES3",4,"yellow","ENSG00000110958.15","ENSG00000110958",10728
"PTP4A1",17,"grey60","ENSG00000112245.9","ENSG00000112245",7803
"PTPN11",17,"grey60","ENSG00000179295.15","ENSG00000179295",5781
"PTPN14",14,"cyan","ENSG00000152104.11","ENSG00000152104",5784
"PTPRB",22,"darkgreen","ENSG00000127329.14","ENSG00000127329",5787
"PTPRC",3,"brown","ENSG00000081237.18","ENSG00000081237",5788
"PTTG1",4,"yellow","ENSG00000164611.12","ENSG00000164611",9232
"PUM2",6,"red","ENSG00000055917.15","ENSG00000055917",23369
"PURA",17,"grey60","ENSG00000185129.5","ENSG00000185129",5813
"PURB",6,"red","ENSG00000146676.6","ENSG00000146676",5814
"PUS10",6,"red","ENSG00000162927.13","ENSG00000162927",150962
